fru_minor_type,dn,fru_major_type,vid,series,_ManagedObject__xtra_props,pid,_handle,_ManagedObject__xtra_props_dirty_mask,clei,oem_part_number,_ManagedObject__status,_class_id,child_action,sku,descr,_ManagedObject__parent_dn,collected_date,policy_owner,sacl,policy_level,rn,status,description,oem_name,int_id,_ManagedObject__parent_mo,name,_child,_dirty_mask,is_sec_fw_update,caption,part_number,vendor_equipment_type
,capabilities/manufacturer-0xAD00-model-HMT31GR7CFR4A-H9-revision-0/manufacturing,,V01,,{},UCS-MR-1X082RX-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT31GR7CFR4A-H9,,EquipmentManufacturingDef,,UCS-MR-1X082RX-A,,capabilities/manufacturer-0xAD00-model-HMT31GR7CFR4A-H9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333-MHz RDIMM/PC3-10600/dual rank/1.35v,Hynix Semiconductor Inc.,257711,,8GB DDR3-1333-MHz RDIMM/PC3-10600/dual rank/1.35v,[],0,,8GB DDR3-1333-MHz RDIMM/PC3-10600/dual rank/1.35v,15-13567-01,
,capabilities/manufacturer-0x80CE-model-M393B2K70DM0-YH9-revision-0/manufacturing,,V01,,{},UCS-MR-2x164RX-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2K70DM0-YH9,,EquipmentManufacturingDef,,UCS-MR-2x164RX-C,,capabilities/manufacturer-0x80CE-model-M393B2K70DM0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V","Samsung Electronics, Inc.",257715,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V",[],0,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V",15-13493-01,
,capabilities/manufacturer-0xAD00-model-HMT125R7BFR4C-H9-revision-0/manufacturing,,V01,,{},N01-M302GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT125R7BFR4C-H9T7,,EquipmentManufacturingDef,,N01-M302GB1,,capabilities/manufacturer-0xAD00-model-HMT125R7BFR4C-H9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,2GB DDR3-1333MHz RDIMM/PC3-10600/single rank 1Gb DRAM,Hynix Semiconductor Inc.,257717,,2GB DDR3-1333MHz RDIMM/PC3-10600/single rank 1Gb DRAM,[],0,,2GB DDR3-1333MHz RDIMM/PC3-10600/single rank 1Gb DRAM,15-11765-01,
,capabilities/manufacturer-0xCE00-model-M393B2K70CM0-YF8-revision-0/manufacturing,,V01,,{},A02-M316GB2-L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2K70CM0-YF8,,EquipmentManufacturingDef,,A02-M316GB2-L,,capabilities/manufacturer-0xCE00-model-M393B2K70CM0-YF8-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1066MHz RDIMM/PC3-8500/quad rank/Low-Dual Volt,"Samsung Electronics, Inc.",257721,,16GB DDR3-1066MHz RDIMM/PC3-8500/quad rank/Low-Dual Volt,[],0,,16GB DDR3-1066MHz RDIMM/PC3-8500/quad rank/Low-Dual Volt,15-12855-01,
,capabilities/manufacturer-HITACHI-model-HUC109060CSS600-revision-0/manufacturing,,V01,,{},A03-D600GA2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HUC109060CSS600,,EquipmentManufacturingDef,,A03-D600GA2,,capabilities/manufacturer-HITACHI-model-HUC109060CSS600-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,600GB 6G SAS 10K RPM 2.5in HDD/hot plug/drive sled mounted,Hitachi,257724,,600GB 6G SAS 10K RPM 2.5in HDD/hot plug/drive sled mounted,[],0,,600GB 6G SAS 10K RPM 2.5in HDD/hot plug/drive sled mounted,58-0125-01,
,capabilities/manufacturer-0xAD00-model-HMT31GR7BFR4A-H9-revision-0/manufacturing,,V01,,{},N01-M308GB2-L/N01-M308GB2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT31GR7BFR4A-H9,,EquipmentManufacturingDef,,N01-M308GB2-L/N01-M308GB2,,capabilities/manufacturer-0xAD00-model-HMT31GR7BFR4A-H9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,Hynix Semiconductor Inc.,257728,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,15-12291-01,
,capabilities/manufacturer-0x80CE-model-M393B5270DH0-YK0-revision-0/manufacturing,,V01,,{},UCS-MR-1X041RY-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5270DH0-YK0,,EquipmentManufacturingDef,,UCS-MR-1X041RY-A,,capabilities/manufacturer-0x80CE-model-M393B5270DH0-YK0-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1600-MHz RDIMM/PC3-12800/single rank/1.35v,"Samsung Electronics, Inc.",257732,,4GB DDR3-1600-MHz RDIMM/PC3-12800/single rank/1.35v,[],0,,4GB DDR3-1600-MHz RDIMM/PC3-12800/single rank/1.35v,15-13598-01,
,capabilities/manufacturer-0x80CE-model-M393B2G70BH0-YH9-revision-0/manufacturing,,V01,,{},UCS-MR-1X162RX-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2G70BH0-YH9,,EquipmentManufacturingDef,,UCS-MR-1X162RX-A,,capabilities/manufacturer-0x80CE-model-M393B2G70BH0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1333-MHz RDIMM/PC3-10600/dual rank/1.35v,"Samsung Electronics, Inc.",257734,,16GB DDR3-1333-MHz RDIMM/PC3-10600/dual rank/1.35v,[],0,,16GB DDR3-1333-MHz RDIMM/PC3-10600/dual rank/1.35v,15-13569-01,
,capabilities/manufacturer-HITACHI-model-HUC109090CSS600-revision-0/manufacturing,,V01,,{},UCS-HDD900GI2F106,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HUC109090CSS600,,EquipmentManufacturingDef,,UCS-HDD900GI2F106,,capabilities/manufacturer-HITACHI-model-HUC109090CSS600-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,900GB 6G SAS 10K RPM 2.5 in. HDD/hot plug/drive sled mounted,Hitachi,257736,,900GB 6G SAS 10K RPM 2.5 in. HDD/hot plug/drive sled mounted,[],0,,900GB 6G SAS 10K RPM 2.5 in. HDD/hot plug/drive sled mounted,58-0141-01,
,capabilities/manufacturer-0xCE00-model-M393B5670DZ1-CH9-revision-0/manufacturing,,V01,,{},N01-M302GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5670DZ1-CH900,,EquipmentManufacturingDef,,N01-M302GB1,,capabilities/manufacturer-0xCE00-model-M393B5670DZ1-CH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz","Samsung Electronics, Inc.",257740,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11765-01,
,capabilities/manufacturer-0xCE00-model-M393B1K70DH0-YH9-revision-0/manufacturing,,V01,,{},UCS-MR-1X082RX-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K70DH0-YH9,,EquipmentManufacturingDef,,UCS-MR-1X082RX-A,,capabilities/manufacturer-0xCE00-model-M393B1K70DH0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,"Samsung Electronics, Inc.",257743,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/1.35V,15-13567-01,
,capabilities/manufacturer-0x80CE-model-M393B2G70CB0-YK0-revision-0/manufacturing,,V01,,{},UCS-MR-1X162RY-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2G70CB0-YK0,,EquipmentManufacturingDef,,UCS-MR-1X162RY-A,,capabilities/manufacturer-0x80CE-model-M393B2G70CB0-YK0-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35v,Samsung,257746,,16GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35v,[],0,,16GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35v,15-13615-01,
,capabilities/manufacturer-0xAD00-model-M393B2G70DB0-CMA-revision-0/manufacturing,,V01,,{},UCS-MR-1X162RZ-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2G70DB0-CMA,,EquipmentManufacturingDef,,UCS-MR-1X162RZ-A,,capabilities/manufacturer-0xAD00-model-M393B2G70DB0-CMA-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.35V,Samsung,257748,,16GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.35V,[],0,,16GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.35V,15-14068-01,
,capabilities/manufacturer-0x80CE-model-M393B1K73CH0-YF8-revision-0/manufacturing,,V01,,{},A02-M316GB4-2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K73CH0-YF8,,EquipmentManufacturingDef,,A02-M316GB4-2,,capabilities/manufacturer-0x80CE-model-M393B1K73CH0-YF8-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"DDR3,1Gx72,1066 MHZ,RDIMM,240,8K cycles,1.35V","Samsung Electronics, Inc.",257750,,"DDR3,1Gx72,1066 MHZ,RDIMM,240,8K cycles,1.35V",[],0,,"DDR3,1Gx72,1066 MHZ,RDIMM,240,8K cycles,1.35V",15-12902-01,
,capabilities/manufacturer-0xCE00-model-M393B2G70BH0-YK0-revision-0/manufacturing,,V01,,{},UCS-MR-1X162RY-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2G70BH0-YK0,,EquipmentManufacturingDef,,UCS-MR-1X162RY-A,,capabilities/manufacturer-0xCE00-model-M393B2G70BH0-YK0-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1600-MHz RDIMM/PC3-12800/dual rank/1.35v,"Samsung Electronics, Inc.",257752,,16GB DDR3-1600-MHz RDIMM/PC3-12800/dual rank/1.35v,[],0,,16GB DDR3-1600-MHz RDIMM/PC3-12800/dual rank/1.35v,15-13615-01,
,capabilities/manufacturer-0x80AD-model-HMT42GR7AFR4A-PB-revision-0/manufacturing,,V01,,{},UCS-MR-1X162RY-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT42GR7AFR4A-PB,,EquipmentManufacturingDef,,UCS-MR-1X162RY-A,,capabilities/manufacturer-0x80AD-model-HMT42GR7AFR4A-PB-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35v,Hynix.,257754,,16GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35v,[],0,,16GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35v,15-13615-01,
,capabilities/manufacturer-0xCE00-model-M393B2G70DB0-CMA-revision-0/manufacturing,,V01,,{},UCS-MR-1X162RZ-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2G70DB0-CMA,,EquipmentManufacturingDef,,UCS-MR-1X162RZ-A,,capabilities/manufacturer-0xCE00-model-M393B2G70DB0-CMA-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.35V,Samsung,257756,,16GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.35V,[],0,,16GB DDR3-1866MHz RDIMM/PC3-12800/dual rank/1.35V,15-14068-01,
,capabilities/manufacturer-0x80CE-model-M393B5270CH0-YH9-revision-0/manufacturing,,V01,,{},A02-M304GB2-L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5270CH0-YH901,,EquipmentManufacturingDef,,A02-M304GB2-L,,capabilities/manufacturer-0x80CE-model-M393B5270CH0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1333MHz RDIMM/PC3-10600 1R Low Voltage,"Samsung Electronics, Inc.",257758,,4GB DDR3-1333MHz RDIMM/PC3-10600 1R Low Voltage,[],0,,4GB DDR3-1333MHz RDIMM/PC3-10600 1R Low Voltage,15-12290-01,
,capabilities/manufacturer-0x80CE-model-M393B4G70BM0-YH9-revision-0/manufacturing,,V01,,{},UCS-MR-2X324RW-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B4G70BM0-YH9,,EquipmentManufacturingDef,,UCS-MR-2X324RW-C,,capabilities/manufacturer-0x80CE-model-M393B4G70BM0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,32GB DDR3-1333MHz RDIMM/PC3-10600/quad rank/x4/Low Volt,"Samsung Electronics, Inc.",257761,,32GB DDR3-1333MHz RDIMM/PC3-10600/quad rank/x4/Low Volt,[],0,,32GB DDR3-1333MHz RDIMM/PC3-10600/quad rank/x4/Low Volt,15-13619-01,
,capabilities/manufacturer-0x80CE-model-M393B2G70AH0-YH9-revision-0/manufacturing,,V01,,{},A02-M316GB1-L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2G70AH0-YH9,,EquipmentManufacturingDef,,A02-M316GB1-L,,capabilities/manufacturer-0x80CE-model-M393B2G70AH0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/Low-Dual Volt,"Samsung Electronics, Inc.",257763,,16GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/Low-Dual Volt,[],0,,16GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/Low-Dual Volt,15-13599-01,
,capabilities/manufacturer-0x80CE-model-M393B1K70DH0-YK0-revision-0/manufacturing,,V01,,{},UCS-MR-1X082RY-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K70DH0-YK0,,EquipmentManufacturingDef,,UCS-MR-1X082RY-A,,capabilities/manufacturer-0x80CE-model-M393B1K70DH0-YK0-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1600-MHz RDIMM/PC3-12800/dual rank/1.35v,"Samsung Electronics, Inc.",257765,,8GB DDR3-1600-MHz RDIMM/PC3-12800/dual rank/1.35v,[],0,,8GB DDR3-1600-MHz RDIMM/PC3-12800/dual rank/1.35v,15-13637-01,
,capabilities/manufacturer-0xCE00-model-M393B5670EH1-CH9-revision-0/manufacturing,,V01,,{},N01-M302GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5670EH1-CH901,,EquipmentManufacturingDef,,N01-M302GB1,,capabilities/manufacturer-0xCE00-model-M393B5670EH1-CH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz","Samsung Electronics, Inc.",257767,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11765-01,
,capabilities/manufacturer-0x80CE-model-M393B5170EH1-CF8-revision-0/manufacturing,,V01,,{},N01-M304GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5170EH1-CF801,,EquipmentManufacturingDef,,N01-M304GA1,,capabilities/manufacturer-0x80CE-model-M393B5170EH1-CF8-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz","Samsung Electronics, Inc.",257770,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1066MHz",15-11766-01,
,capabilities/manufacturer-0x80CE-model-M393B5670FH0-YH9-revision-0/manufacturing,,V01,,{},N01-M302GB1-L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5670FH0-YH9,,EquipmentManufacturingDef,,N01-M302GB1-L,,capabilities/manufacturer-0x80CE-model-M393B5670FH0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 LOW VOLTAGE DIMM; ECC, Registered, 1333MHz","Samsung Electronics, Inc.",257773,,"2GB DDR3 LOW VOLTAGE DIMM; ECC, Registered, 1333MHz",[],0,,"2GB DDR3 LOW VOLTAGE DIMM; ECC, Registered, 1333MHz",15-12296-01,
,capabilities/manufacturer-0x80AD-model-HMT151R7BFR4C-H9-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT151R7BFR4C-H9D7,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0x80AD-model-HMT151R7BFR4C-H9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 1Gb DRAM,Hynix Semiconductor Inc.,257775,,4GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 1Gb DRAM,[],0,,4GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 1Gb DRAM,15-11767-01,
,capabilities/manufacturer-0x80AD-model-HMT351R7BFR4A-H9-revision-0/manufacturing,,V01,,{},A02-M304GB2-L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT351R7BFR4A-H9,,EquipmentManufacturingDef,,A02-M304GB2-L,,capabilities/manufacturer-0x80AD-model-HMT351R7BFR4A-H9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1333MHz RDIMM/PC3-10600 1R Low Voltage,Hynix Semiconductor Inc.,257778,,4GB DDR3-1333MHz RDIMM/PC3-10600 1R Low Voltage,[],0,,4GB DDR3-1333MHz RDIMM/PC3-10600 1R Low Voltage,15-12290-01,
,capabilities/manufacturer-0xCE00-model-M393B4G70BM0-YF8-revision-0/manufacturing,,V01,,{},UCS-MR-2X324RW-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B4G70BM0-YF8,,EquipmentManufacturingDef,,UCS-MR-2X324RW-C,,capabilities/manufacturer-0xCE00-model-M393B4G70BM0-YF8-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,32GB DDR3-1333MHz RDIMM/PC3-10600/quad rank/x4/Low Volt,"Samsung Electronics, Inc.",257781,,32GB DDR3-1333MHz RDIMM/PC3-10600/quad rank/x4/Low Volt,[],0,,32GB DDR3-1333MHz RDIMM/PC3-10600/quad rank/x4/Low Volt,15-32GBx-01,
,capabilities/manufacturer-0x80AD-model-HMT31GR7EFR4C-RD-revision-0/manufacturing,,V01,,{},UCS-MR-1X082RZ-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT31GR7EFR4C-RD,,EquipmentManufacturingDef,,UCS-MR-1X082RZ-A,,capabilities/manufacturer-0x80AD-model-HMT31GR7EFR4C-RD-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1866MHz RDIMM/PC3-14900/dual rank/1.5V,Hynix,257783,,8GB DDR3-1866MHz RDIMM/PC3-14900/dual rank/1.5V,[],0,,8GB DDR3-1866MHz RDIMM/PC3-14900/dual rank/1.5V,15-14068-01,
,capabilities/manufacturer-0x80AD-model-HMT42GR7AFR4C-RD-revision-0/manufacturing,,V01,,{},UCS-MR-1X162RZ-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT42GR7AFR4C-RD,,EquipmentManufacturingDef,,UCS-MR-1X162RZ-A,,capabilities/manufacturer-0x80AD-model-HMT42GR7AFR4C-RD-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,16GB DDR3-1866MHz RDIMM/PC3-14900/dual rank/1.5V,Hynix,257785,,16GB DDR3-1866MHz RDIMM/PC3-14900/dual rank/1.5V,[],0,,16GB DDR3-1866MHz RDIMM/PC3-14900/dual rank/1.5V,15-14068-01,
,capabilities/manufacturer-0x80AD-model-HMT31GR7CFR4A-PB-revision-0/manufacturing,,V01,,{},UCS-MR-1X082RY-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,HMT31GR7CFR4A-PB,,EquipmentManufacturingDef,,UCS-MR-1X082RY-A,,capabilities/manufacturer-0x80AD-model-HMT31GR7CFR4A-PB-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35V,Hynix.,257787,,8GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35V,[],0,,8GB DDR3-1600MHz RDIMM/PC3-12800/dual rank/1.35V,15-13637-01,
,capabilities/manufacturer-0x80CE-model-M393B1K70BH1-CH9-revision-0/manufacturing,,V01,,{},N01-M308GB2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K70BH1-CH901,,EquipmentManufacturingDef,,N01-M308GB2,,capabilities/manufacturer-0x80CE-model-M393B1K70BH1-CH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 2Gb DRAM,"Samsung Electronics, Inc.",257789,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 2Gb DRAM,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank 2Gb DRAM,15-11961-01,
,capabilities/manufacturer-0xCE00-model-M393B5170EH1-CH9-revision-0/manufacturing,,V01,,{},N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5170EH1-CH901,,EquipmentManufacturingDef,,N01-M304GB1,,capabilities/manufacturer-0xCE00-model-M393B5170EH1-CH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz","Samsung Electronics, Inc.",257793,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",[],0,,"4GB DDR3 DIMM; ECC, Registered, 1333MHz",15-11767-01,
,capabilities/manufacturer-0x80CE-model-M393B5670EH1-CF8-revision-0/manufacturing,,V01,,{},N01-M302GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5670EH1-CF801,,EquipmentManufacturingDef,,N01-M302GA1,,capabilities/manufacturer-0x80CE-model-M393B5670EH1-CF8-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz","Samsung Electronics, Inc.",257797,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",[],0,,"2GB DDR3 DIMM; ECC, Registered, 1066MHz",15-11764-01,
,capabilities/manufacturer-0xCE00-model-M393B2K70DMB-YH9-revision-0/manufacturing,,V01,,{},UCS-MR-2x164RX-C,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2K70DMB-YH9,,EquipmentManufacturingDef,,UCS-MR-2x164RX-C,,capabilities/manufacturer-0xCE00-model-M393B2K70DMB-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V","Samsung Electronics, Inc.",257800,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V",[],0,,"16GB,DDR3-1333-MHzs,RDIMM,Quad rank/1.35V",15-13493-01,
,capabilities/manufacturer-0x80CE-model-M393B5170FH0-YH9-revision-0/manufacturing,,V01,,{},N01-M304GB1-L/N01-M304GB1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5170FH0-YH9,,EquipmentManufacturingDef,,N01-M304GB1-L/N01-M304GB1,,capabilities/manufacturer-0x80CE-model-M393B5170FH0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,"Samsung Electronics, Inc.",257803,,4GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,[],0,,4GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,15-12296-01,
,capabilities/manufacturer-0x80CE-model-M393B2K70CMB-YF8-revision-0/manufacturing,,V01,,{},A02-M332GD3-2-L,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B2K70CMB-YF8,,EquipmentManufacturingDef,,A02-M332GD3-2-L,,capabilities/manufacturer-0x80CE-model-M393B2K70CMB-YF8-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,"16GB,DDR3-1066MHz,RDIMM,240P,8K cycles,1.35V-1.5V,NO HS,QUAD RANK","Samsung Electronics, Inc.",257806,,"16GB,DDR3-1066MHz,RDIMM,240P,8K cycles,1.35V-1.5V,NO HS,QUAD RANK",[],0,,"16GB,DDR3-1066MHz,RDIMM,240P,8K cycles,1.35V-1.5V,NO HS,QUAD RANK",15-13131-01,
,capabilities/manufacturer-0x80CE-model-M393B1G70EM1-CF8-revision-0/manufacturing,,V01,,{},N01-M308GA1,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1G70EM1-CF801,,EquipmentManufacturingDef,,N01-M308GA1,,capabilities/manufacturer-0x80CE-model-M393B1G70EM1-CF8-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,"Samsung Electronics, Inc.",257809,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,[],0,,8GB DDR3-1066MHz RDIMM/PC3-8500/quad rank 1Gb DRAM,15-11928-01,
,capabilities/manufacturer-0x80CE-model-M393B5270DH0-YH9-revision-0/manufacturing,,V01,,{},UCS-MR-1X041RX-A,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B5270DH0-YH9,,EquipmentManufacturingDef,,UCS-MR-1X041RX-A,,capabilities/manufacturer-0x80CE-model-M393B5270DH0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,"Samsung Electronics, Inc.",257812,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,[],0,,4GB DDR3-1333-MHz RDIMM/PC3-10600/single rank/1.35v,15-13542-01,
,capabilities/manufacturer-0xCE00-model-M393B1K70CH0-YH9-revision-0/manufacturing,,V01,,{},N01-M308GB2-L/N01-M308GB2,<ucsmsdk.ucshandle.UcsHandle object at 0x0455AD10>,1,,M393B1K70CH0-YH9,,EquipmentManufacturingDef,,N01-M308GB2-L/N01-M308GB2,,capabilities/manufacturer-0xCE00-model-M393B1K70CH0-YH9-revision-0,2016-12-28 06:58:41,local,,0,manufacturing,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,"Samsung Electronics, Inc.",257815,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,[],0,,8GB DDR3-1333MHz RDIMM/PC3-10600/dual rank/dual or standard voltage,15-12291-01,
